route_id,route_name,mode,operator,start_stop,end_stop,stops_count,stops_list,distance_km_est,total_travel_time_min,dwell_time_total_min,avg_speed_kmh_est,frequency_min,service_start,service_end,trips_per_day_est,geometry_wkt,source
R0152,SITP_URBAN Teusaquillo — Kennedy,sitp_urban,Empresa SITP,Teusaquillo,Kennedy,20,Teusaquillo;Usme;GranEstación;Tunal;San Victorino;Alquería;Parque93;Marsella;Av.Calle26;SimónBolívar;Portal Sur;Calle80;Usaquén;Marly;CiudadBolívar;ColinaCampestre;Galerías;Centro;Chapinero;Kennedy,22.44,63,7,21.37,5,06:51:00,22:24:00,186,LINESTRING(...),synthetic_generated_by_chatgpt
R0153,SITP_URBAN Museo — Cedritos,sitp_urban,Operador A,Museo,Cedritos,11,Museo;Teusaquillo;Monserrate;Engativá;Usaquén;ColinaCampestre;SimónBolívar;Bosa;El Tintal;Salitre;Cedritos,12.86,47,9,16.41,12,04:46:00,22:22:00,88,LINESTRING(...),synthetic_generated_by_chatgpt
R0154,ALIMENTADOR PortalNorte — Chía,alimentador,Operador B,PortalNorte,Chía,7,PortalNorte;Usme;El Tintal;Avenida19;SanAndresito;Alquería;Chía,5.92,15,5,23.69,12,04:15:00,20:53:00,83,LINESTRING(...),synthetic_generated_by_chatgpt
R0155,CABLE Fontibón — Chapinero,cable,Consorcio Zonal,Fontibón,Chapinero,5,Fontibón;Museo;Restrepo;Av.Calle26;Chapinero,5.56,19,3,17.57,30,05:09:00,22:53:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0156,TRANSMILENIO_TRONCAL SanAndresito — ColinaCampestre,transmilenio_troncal,Transmilenio S.A.,SanAndresito,ColinaCampestre,8,SanAndresito;Chapinero;Museo;La Candelaria;Calle80;Salitre;Quirigua;ColinaCampestre,6.53,21,3,18.66,10,04:24:00,20:58:00,99,LINESTRING(...),synthetic_generated_by_chatgpt
R0157,CABLE La Candelaria — Usme,cable,Empresa SITP,La Candelaria,Usme,11,La Candelaria;Galerías;Tunal;El Tintal;Chapinero;Centro;GranEstación;Cedritos;SanAndresito;Quirigua;Usme,8.61,33,3,15.65,20,05:01:00,21:53:00,50,LINESTRING(...),synthetic_generated_by_chatgpt
R0158,TRANSMILENIO_TRONCAL Quirigua — Engativá,transmilenio_troncal,Operador B,Quirigua,Engativá,8,Quirigua;Parque93;Fontibón;El Tintal;La Candelaria;Acueducto;Suba;Engativá,7.02,23,6,18.31,10,05:07:00,20:25:00,91,LINESTRING(...),synthetic_generated_by_chatgpt
R0159,CABLE Parque93 — Usme,cable,Operador A,Parque93,Usme,8,Parque93;Quirigua;Usaquén;Venecia;Galerías;PlazaBolívar;ColinaCampestre;Usme,5.93,21,5,16.95,7,05:20:00,23:39:00,157,LINESTRING(...),synthetic_generated_by_chatgpt
R0160,ALIMENTADOR Chapinero — Modelo,alimentador,Operador A,Chapinero,Modelo,19,Chapinero;Kennedy;Calle80;SimónBolívar;Alquería;Marsella;PlazaBolívar;Fontibón;Marly;CiudadBolívar;NQS;Usaquén;ZonaFranc;Salitre;Monserrate;Suba;LasAguas;Avenida19;Modelo,19.63,77,13,15.3,30,05:18:00,23:15:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0161,CABLE Avenida19 — Modelo,cable,Transmilenio S.A.,Avenida19,Modelo,15,Avenida19;Marsella;CiudadBolívar;Chía;Suba;Teusaquillo;Tunal;Kennedy;NQS;ColinaCampestre;Bosa;Portal Sur;Engativá;Parque93;Modelo,16.31,54,6,18.12,7,04:33:00,21:27:00,144,LINESTRING(...),synthetic_generated_by_chatgpt
R0162,TRANSMILENIO_TRONCAL GranEstación — Teusaquillo,transmilenio_troncal,Empresa SITP,GranEstación,Teusaquillo,9,GranEstación;ZonaFranc;Chía;Galerías;La Castellana;Usaquén;Bosa;La Candelaria;Teusaquillo,8.69,36,6,14.48,20,05:21:00,20:23:00,45,LINESTRING(...),synthetic_generated_by_chatgpt
R0163,TRANSMILENIO_TRONCAL Bosa — GranEstación,transmilenio_troncal,Empresa SITP,Bosa,GranEstación,5,Bosa;Acueducto;Parque93;Fontibón;GranEstación,5.04,24,2,12.61,10,06:09:00,23:36:00,104,LINESTRING(...),synthetic_generated_by_chatgpt
R0164,CABLE Tunal — PlazaBolívar,cable,Empresa SITP,Tunal,PlazaBolívar,5,Tunal;Alquería;Quirigua;Parque93;PlazaBolívar,4.26,16,2,15.98,20,05:45:00,20:16:00,43,LINESTRING(...),synthetic_generated_by_chatgpt
R0165,CABLE NQS — Avenida39,cable,Operador B,NQS,Avenida39,15,NQS;Restrepo;GranEstación;La Castellana;Fontibón;Acueducto;Monserrate;Chía;Chapinero;PlazaBolívar;La Candelaria;Calle80;Avenida19;PortalNorte;Avenida39,17.7,65,14,16.34,15,04:05:00,22:05:00,72,LINESTRING(...),synthetic_generated_by_chatgpt
R0166,ALIMENTADOR Fontibón — Alquería,alimentador,Operador A,Fontibón,Alquería,14,Fontibón;Engativá;Chapinero;GranEstación;Quirigua;Av.Calle26;PortalNorte;Centro;SanAndresito;ColinaCampestre;Venecia;Soacha;CiudadBolívar;Alquería,9.97,43,12,13.92,30,04:27:00,23:16:00,37,LINESTRING(...),synthetic_generated_by_chatgpt
R0167,ALIMENTADOR GranEstación — Chapinero,alimentador,Operador A,GranEstación,Chapinero,10,GranEstación;Engativá;Teusaquillo;Galerías;Fontibón;Parque93;CiudadBolívar;Marsella;La Candelaria;Chapinero,7.27,35,6,12.46,7,05:23:00,21:52:00,141,LINESTRING(...),synthetic_generated_by_chatgpt
R0168,SITP_COMPLEMENTARIA La Candelaria — Engativá,sitp_complementaria,Operador B,La Candelaria,Engativá,13,La Candelaria;Calle80;Venecia;Teusaquillo;Usme;Bosa;Fontibón;Modelo;Centro;NQS;Soacha;Cedritos;Engativá,11.85,34,6,20.91,30,04:15:00,21:37:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0169,CABLE La Candelaria — Salitre,cable,Operador A,La Candelaria,Salitre,15,La Candelaria;CiudadBolívar;PlazaBolívar;ZonaFranc;LasAguas;Calle80;Kennedy;La Castellana;ColinaCampestre;Portal Sur;Suba;NQS;Av.Calle26;SanAndresito;Salitre,10.71,37,7,17.37,5,05:38:00,21:51:00,194,LINESTRING(...),synthetic_generated_by_chatgpt
R0170,ALIMENTADOR Chía — Modelo,alimentador,Consorcio Zonal,Chía,Modelo,7,Chía;ZonaFranc;Monserrate;El Tintal;Alquería;Salitre;Modelo,7.34,34,5,12.96,12,05:08:00,23:46:00,93,LINESTRING(...),synthetic_generated_by_chatgpt
R0171,SITP_COMPLEMENTARIA San Victorino — GranEstación,sitp_complementaria,Consorcio Zonal,San Victorino,GranEstación,7,San Victorino;Chía;Modelo;Chapinero;SimónBolívar;Salitre;GranEstación,7.04,40,6,10.56,10,05:03:00,20:35:00,93,LINESTRING(...),synthetic_generated_by_chatgpt
R0172,SITP_URBAN Chía — Usaquén,sitp_urban,Operador A,Chía,Usaquén,7,Chía;Acueducto;Centro;Alquería;PortalNorte;Modelo;Usaquén,7.58,26,6,17.49,30,05:35:00,23:54:00,36,LINESTRING(...),synthetic_generated_by_chatgpt
R0173,ALIMENTADOR PortalNorte — Suba,alimentador,Operador B,PortalNorte,Suba,10,PortalNorte;Portal Sur;Restrepo;ColinaCampestre;Engativá;La Castellana;Museo;GranEstación;CiudadBolívar;Suba,8.07,26,7,18.61,12,06:36:00,20:25:00,69,LINESTRING(...),synthetic_generated_by_chatgpt
R0174,SITP_COMPLEMENTARIA Chapinero — PortalNorte,sitp_complementaria,Transmilenio S.A.,Chapinero,PortalNorte,19,Chapinero;Marsella;Marly;SanAndresito;Chía;Centro;Engativá;ColinaCampestre;Tunal;SimónBolívar;Salitre;PlazaBolívar;El Tintal;La Candelaria;Teusaquillo;Alquería;Soacha;La Castellana;PortalNorte,15.66,51,8,18.42,10,04:27:00,22:45:00,109,LINESTRING(...),synthetic_generated_by_chatgpt
R0175,SITP_URBAN Portal Sur — CiudadBolívar,sitp_urban,Consorcio Zonal,Portal Sur,CiudadBolívar,7,Portal Sur;Tunal;Bosa;Acueducto;LasAguas;Teusaquillo;CiudadBolívar,7.64,30,4,15.28,15,04:25:00,21:58:00,70,LINESTRING(...),synthetic_generated_by_chatgpt
R0176,SITP_COMPLEMENTARIA Venecia — ColinaCampestre,sitp_complementaria,Operador A,Venecia,ColinaCampestre,13,Venecia;Chapinero;Usme;PortalNorte;ZonaFranc;Quirigua;El Tintal;LasAguas;Chía;Portal Sur;NQS;Bosa;ColinaCampestre,9.74,54,12,10.82,5,05:34:00,21:49:00,195,LINESTRING(...),synthetic_generated_by_chatgpt
R0177,CABLE Avenida39 — Usaquén,cable,Operador B,Avenida39,Usaquén,15,Avenida39;Modelo;Monserrate;ColinaCampestre;Fontibón;CiudadBolívar;Museo;La Candelaria;Centro;Marly;Chapinero;Cedritos;SimónBolívar;Chía;Usaquén,11.11,41,11,16.25,5,06:42:00,23:22:00,200,LINESTRING(...),synthetic_generated_by_chatgpt
R0178,SITP_URBAN Venecia — Restrepo,sitp_urban,Empresa SITP,Venecia,Restrepo,16,Venecia;Salitre;Chapinero;SanAndresito;Soacha;Marsella;Acueducto;Bosa;Tunal;ColinaCampestre;Galerías;Fontibón;Cedritos;Museo;El Tintal;Restrepo,14.82,58,8,15.33,12,05:14:00,22:14:00,85,LINESTRING(...),synthetic_generated_by_chatgpt
R0179,SITP_URBAN Calle80 — Fontibón,sitp_urban,Consorcio Zonal,Calle80,Fontibón,16,Calle80;Monserrate;Marly;Teusaquillo;Suba;Portal Sur;Venecia;La Castellana;Galerías;LasAguas;La Candelaria;Bosa;ZonaFranc;PlazaBolívar;Tunal;Fontibón,16.54,66,15,15.04,20,05:12:00,21:39:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0180,SITP_URBAN Centro — San Victorino,sitp_urban,Consorcio Zonal,Centro,San Victorino,18,Centro;Calle80;GranEstación;Parque93;Marly;Suba;ZonaFranc;SanAndresito;Salitre;Museo;Avenida39;Galerías;PortalNorte;El Tintal;Restrepo;Alquería;Fontibón;San Victorino,13.32,47,8,17.0,5,04:26:00,20:48:00,196,LINESTRING(...),synthetic_generated_by_chatgpt
R0181,TRANSMILENIO_TRONCAL Calle80 — Suba,transmilenio_troncal,Transmilenio S.A.,Calle80,Suba,8,Calle80;Galerías;San Victorino;Av.Calle26;Usme;SimónBolívar;Bosa;Suba,7.35,29,6,15.21,5,04:18:00,20:00:00,188,LINESTRING(...),synthetic_generated_by_chatgpt
R0182,CABLE Museo — Suba,cable,Transmilenio S.A.,Museo,Suba,19,Museo;Calle80;El Tintal;Chapinero;Avenida39;NQS;Quirigua;PlazaBolívar;ColinaCampestre;Parque93;Kennedy;Alquería;Galerías;Modelo;Portal Sur;GranEstación;Avenida19;Engativá;Suba,18.61,60,9,18.61,12,04:44:00,23:05:00,91,LINESTRING(...),synthetic_generated_by_chatgpt
R0183,TRANSMILENIO_TRONCAL Chapinero — Teusaquillo,transmilenio_troncal,Consorcio Zonal,Chapinero,Teusaquillo,13,Chapinero;ColinaCampestre;Engativá;Usaquén;Alquería;La Castellana;Marly;La Candelaria;LasAguas;Suba;Monserrate;Calle80;Teusaquillo,9.76,39,4,15.02,12,06:01:00,23:39:00,88,LINESTRING(...),synthetic_generated_by_chatgpt
R0184,SITP_COMPLEMENTARIA Salitre — Cedritos,sitp_complementaria,Operador B,Salitre,Cedritos,14,Salitre;Quirigua;Fontibón;La Castellana;GranEstación;Usme;Monserrate;El Tintal;Calle80;Suba;Portal Sur;Av.Calle26;LasAguas;Cedritos,15.65,57,13,16.48,30,05:50:00,23:28:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0185,ALIMENTADOR Kennedy — Soacha,alimentador,Operador B,Kennedy,Soacha,6,Kennedy;SimónBolívar;Teusaquillo;Salitre;ZonaFranc;Soacha,5.6,20,2,16.81,10,06:43:00,22:26:00,94,LINESTRING(...),synthetic_generated_by_chatgpt
R0186,CABLE Acueducto — Usaquén,cable,Operador B,Acueducto,Usaquén,17,Acueducto;Marly;Calle80;SanAndresito;Av.Calle26;La Candelaria;GranEstación;Portal Sur;Fontibón;Museo;San Victorino;Quirigua;ColinaCampestre;Usme;Suba;Soacha;Usaquén,16.42,52,8,18.94,30,05:41:00,23:03:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0187,ALIMENTADOR San Victorino — Cedritos,alimentador,Empresa SITP,San Victorino,Cedritos,15,San Victorino;Acueducto;Chapinero;Chía;Fontibón;Alquería;Monserrate;Usme;Tunal;CiudadBolívar;Museo;Calle80;Marsella;GranEstación;Cedritos,10.93,44,9,14.91,5,05:19:00,20:19:00,180,LINESTRING(...),synthetic_generated_by_chatgpt
R0188,SITP_COMPLEMENTARIA Monserrate — Salitre,sitp_complementaria,Transmilenio S.A.,Monserrate,Salitre,10,Monserrate;Bosa;La Castellana;Kennedy;Centro;Engativá;Cedritos;Soacha;Av.Calle26;Salitre,8.13,38,9,12.83,12,05:18:00,23:02:00,88,LINESTRING(...),synthetic_generated_by_chatgpt
R0189,ALIMENTADOR Bosa — Restrepo,alimentador,Operador B,Bosa,Restrepo,15,Bosa;Museo;ColinaCampestre;Fontibón;Acueducto;SanAndresito;Engativá;ZonaFranc;SimónBolívar;Teusaquillo;Suba;PortalNorte;Portal Sur;NQS;Restrepo,15.33,57,14,16.13,15,04:26:00,23:37:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
R0190,SITP_URBAN Acueducto — La Castellana,sitp_urban,Transmilenio S.A.,Acueducto,La Castellana,15,Acueducto;Soacha;Chapinero;Kennedy;SimónBolívar;PortalNorte;San Victorino;Cedritos;La Candelaria;Calle80;Av.Calle26;El Tintal;Usaquén;Avenida19;La Castellana,13.32,45,7,17.76,20,04:12:00,21:18:00,51,LINESTRING(...),synthetic_generated_by_chatgpt
R0191,TRANSMILENIO_TRONCAL LasAguas — Fontibón,transmilenio_troncal,Operador A,LasAguas,Fontibón,8,LasAguas;Parque93;Cedritos;Galerías;Marly;Alquería;Avenida19;Fontibón,8.29,27,3,18.43,5,04:18:00,21:26:00,205,LINESTRING(...),synthetic_generated_by_chatgpt
R0192,SITP_COMPLEMENTARIA PortalNorte — Usaquén,sitp_complementaria,Operador A,PortalNorte,Usaquén,15,PortalNorte;La Candelaria;Usme;Centro;CiudadBolívar;LasAguas;ZonaFranc;Venecia;Portal Sur;SanAndresito;La Castellana;PlazaBolívar;Marly;Suba;Usaquén,11.72,54,8,13.03,10,06:27:00,23:26:00,101,LINESTRING(...),synthetic_generated_by_chatgpt
R0193,ALIMENTADOR Parque93 — Acueducto,alimentador,Consorcio Zonal,Parque93,Acueducto,15,Parque93;ColinaCampestre;Chapinero;Usme;Soacha;Marsella;PortalNorte;Alquería;Bosa;Chía;SimónBolívar;NQS;SanAndresito;PlazaBolívar;Acueducto,15.61,56,9,16.73,10,06:44:00,22:05:00,92,LINESTRING(...),synthetic_generated_by_chatgpt
R0194,TRANSMILENIO_TRONCAL Soacha — Teusaquillo,transmilenio_troncal,Empresa SITP,Soacha,Teusaquillo,20,Soacha;Salitre;LasAguas;SanAndresito;Av.Calle26;Alquería;Fontibón;Usaquén;Chapinero;Modelo;Avenida19;Avenida39;Museo;ZonaFranc;Centro;SimónBolívar;Parque93;El Tintal;Venecia;Teusaquillo,14.58,53,10,16.51,12,05:20:00,20:20:00,75,LINESTRING(...),synthetic_generated_by_chatgpt
R0195,CABLE Bosa — Acueducto,cable,Consorcio Zonal,Bosa,Acueducto,18,Bosa;PortalNorte;Avenida19;Chía;Usme;Marly;Galerías;La Candelaria;Calle80;ZonaFranc;El Tintal;Soacha;SimónBolívar;CiudadBolívar;Av.Calle26;Portal Sur;Cedritos;Acueducto,20.85,71,11,17.62,5,06:42:00,22:34:00,190,LINESTRING(...),synthetic_generated_by_chatgpt
R0196,ALIMENTADOR Kennedy — Acueducto,alimentador,Consorcio Zonal,Kennedy,Acueducto,15,Kennedy;Alquería;Chapinero;Portal Sur;Chía;ColinaCampestre;Usme;Av.Calle26;Calle80;Marsella;Soacha;Marly;Restrepo;LasAguas;Acueducto,11.43,38,7,18.05,30,04:09:00,20:40:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0197,SITP_URBAN Parque93 — PlazaBolívar,sitp_urban,Empresa SITP,Parque93,PlazaBolívar,8,Parque93;Portal Sur;SimónBolívar;Monserrate;Chía;Centro;Av.Calle26;PlazaBolívar,8.97,35,6,15.38,7,06:28:00,22:30:00,137,LINESTRING(...),synthetic_generated_by_chatgpt
R0198,SITP_URBAN Chía — Teusaquillo,sitp_urban,Operador B,Chía,Teusaquillo,9,Chía;Bosa;Avenida39;Acueducto;Cedritos;SimónBolívar;LasAguas;Suba;Teusaquillo,9.69,29,4,20.04,5,04:05:00,23:07:00,228,LINESTRING(...),synthetic_generated_by_chatgpt
R0199,SITP_URBAN Portal Sur — Modelo,sitp_urban,Empresa SITP,Portal Sur,Modelo,20,Portal Sur;Engativá;ZonaFranc;Acueducto;Marly;Av.Calle26;Soacha;PortalNorte;Venecia;Bosa;Suba;El Tintal;Chía;Avenida39;NQS;Teusaquillo;Alquería;Galerías;Cedritos;Modelo,21.56,72,10,17.97,20,05:33:00,22:03:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0200,SITP_URBAN Fontibón — ColinaCampestre,sitp_urban,Consorcio Zonal,Fontibón,ColinaCampestre,9,Fontibón;Museo;Soacha;Kennedy;Centro;Av.Calle26;Calle80;Avenida19;ColinaCampestre,9.99,33,6,18.16,30,05:09:00,22:41:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0201,CABLE Alquería — Salitre,cable,Empresa SITP,Alquería,Salitre,19,Alquería;Usme;Marly;Galerías;Suba;San Victorino;Fontibón;Avenida39;GranEstación;Engativá;Usaquén;Soacha;SanAndresito;CiudadBolívar;Chapinero;Acueducto;Centro;Museo;Salitre,20.25,64,7,18.98,5,05:13:00,20:54:00,188,LINESTRING(...),synthetic_generated_by_chatgpt
R0202,SITP_URBAN PortalNorte — Galerías,sitp_urban,Transmilenio S.A.,PortalNorte,Galerías,14,PortalNorte;Avenida39;Museo;Quirigua;Teusaquillo;Chía;Engativá;Venecia;ZonaFranc;Fontibón;Parque93;LasAguas;ColinaCampestre;Galerías,13.88,48,7,17.35,10,06:31:00,20:11:00,82,LINESTRING(...),synthetic_generated_by_chatgpt
R0203,TRANSMILENIO_TRONCAL Soacha — LasAguas,transmilenio_troncal,Consorcio Zonal,Soacha,LasAguas,6,Soacha;NQS;PortalNorte;GranEstación;Galerías;LasAguas,5.6,12,3,28.02,5,04:51:00,20:42:00,190,LINESTRING(...),synthetic_generated_by_chatgpt
R0204,SITP_URBAN Kennedy — Av.Calle26,sitp_urban,Operador B,Kennedy,Av.Calle26,19,Kennedy;La Castellana;Teusaquillo;ZonaFranc;SanAndresito;Alquería;Engativá;Fontibón;Tunal;Chía;Marly;Calle80;Marsella;LasAguas;PortalNorte;SimónBolívar;Parque93;GranEstación;Av.Calle26,14.64,49,13,17.93,15,05:32:00,22:14:00,66,LINESTRING(...),synthetic_generated_by_chatgpt
R0205,SITP_COMPLEMENTARIA Engativá — Restrepo,sitp_complementaria,Transmilenio S.A.,Engativá,Restrepo,12,Engativá;NQS;ColinaCampestre;ZonaFranc;PlazaBolívar;Monserrate;Avenida19;Galerías;Marly;El Tintal;LasAguas;Restrepo,8.42,29,9,17.42,20,05:15:00,23:32:00,54,LINESTRING(...),synthetic_generated_by_chatgpt
R0206,TRANSMILENIO_TRONCAL Kennedy — Modelo,transmilenio_troncal,Consorcio Zonal,Kennedy,Modelo,6,Kennedy;La Castellana;GranEstación;Centro;SanAndresito;Modelo,6.18,34,4,10.91,7,05:17:00,21:37:00,140,LINESTRING(...),synthetic_generated_by_chatgpt
R0207,TRANSMILENIO_TRONCAL El Tintal — Marly,transmilenio_troncal,Transmilenio S.A.,El Tintal,Marly,17,El Tintal;Galerías;La Castellana;Modelo;La Candelaria;Quirigua;Tunal;SanAndresito;Acueducto;Fontibón;Teusaquillo;PlazaBolívar;LasAguas;Parque93;Bosa;Engativá;Marly,18.78,61,6,18.47,10,05:59:00,22:20:00,98,LINESTRING(...),synthetic_generated_by_chatgpt
R0208,ALIMENTADOR Museo — Suba,alimentador,Transmilenio S.A.,Museo,Suba,6,Museo;Parque93;Modelo;Kennedy;San Victorino;Suba,4.5,31,3,8.71,5,05:52:00,21:08:00,183,LINESTRING(...),synthetic_generated_by_chatgpt
R0209,SITP_COMPLEMENTARIA Usaquén — Acueducto,sitp_complementaria,Transmilenio S.A.,Usaquén,Acueducto,17,Usaquén;Centro;Quirigua;Restrepo;Museo;Kennedy;Salitre;Chía;Av.Calle26;NQS;SanAndresito;La Candelaria;Avenida19;Teusaquillo;Parque93;Engativá;Acueducto,13.22,45,9,17.63,12,04:39:00,20:46:00,80,LINESTRING(...),synthetic_generated_by_chatgpt
R0210,TRANSMILENIO_TRONCAL Fontibón — PortalNorte,transmilenio_troncal,Operador B,Fontibón,PortalNorte,11,Fontibón;La Castellana;CiudadBolívar;ZonaFranc;Centro;Restrepo;NQS;Engativá;La Candelaria;Galerías;PortalNorte,12.99,50,8,15.59,20,06:12:00,21:40:00,46,LINESTRING(...),synthetic_generated_by_chatgpt
R0211,ALIMENTADOR SimónBolívar — Alquería,alimentador,Consorcio Zonal,SimónBolívar,Alquería,6,SimónBolívar;Marly;Kennedy;Teusaquillo;Marsella;Alquería,5.96,21,3,17.03,15,04:54:00,23:22:00,73,LINESTRING(...),synthetic_generated_by_chatgpt
R0212,ALIMENTADOR La Candelaria — Avenida19,alimentador,Consorcio Zonal,La Candelaria,Avenida19,12,La Candelaria;Avenida39;Salitre;PortalNorte;Chapinero;GranEstación;SanAndresito;Bosa;Portal Sur;Quirigua;Usme;Avenida19,12.4,33,4,22.55,15,04:04:00,20:33:00,65,LINESTRING(...),synthetic_generated_by_chatgpt
R0213,TRANSMILENIO_TRONCAL ColinaCampestre — Museo,transmilenio_troncal,Transmilenio S.A.,ColinaCampestre,Museo,6,ColinaCampestre;Chapinero;Galerías;Teusaquillo;CiudadBolívar;Museo,7.04,18,3,23.47,20,05:54:00,22:42:00,50,LINESTRING(...),synthetic_generated_by_chatgpt
R0214,SITP_URBAN Restrepo — Avenida39,sitp_urban,Operador B,Restrepo,Avenida39,11,Restrepo;El Tintal;ColinaCampestre;Alquería;Portal Sur;Marsella;Avenida19;Marly;Quirigua;Fontibón;Avenida39,12.66,44,10,17.27,20,06:59:00,23:07:00,48,LINESTRING(...),synthetic_generated_by_chatgpt
R0215,ALIMENTADOR Acueducto — Teusaquillo,alimentador,Transmilenio S.A.,Acueducto,Teusaquillo,8,Acueducto;La Castellana;Bosa;La Candelaria;Av.Calle26;Fontibón;Usme;Teusaquillo,9.32,35,7,15.98,12,05:35:00,20:41:00,75,LINESTRING(...),synthetic_generated_by_chatgpt
R0216,SITP_URBAN Avenida19 — Chapinero,sitp_urban,Operador A,Avenida19,Chapinero,19,Avenida19;La Castellana;ColinaCampestre;Usaquén;Museo;Engativá;Portal Sur;CiudadBolívar;Galerías;La Candelaria;Teusaquillo;Venecia;Chía;Tunal;NQS;Soacha;Centro;LasAguas;Chapinero,19.88,68,9,17.54,7,04:42:00,21:11:00,141,LINESTRING(...),synthetic_generated_by_chatgpt
R0217,SITP_COMPLEMENTARIA Marsella — Salitre,sitp_complementaria,Operador B,Marsella,Salitre,5,Marsella;Cedritos;Tunal;Museo;Salitre,5.75,18,2,19.16,30,05:02:00,23:45:00,37,LINESTRING(...),synthetic_generated_by_chatgpt
R0218,SITP_COMPLEMENTARIA El Tintal — SanAndresito,sitp_complementaria,Operador B,El Tintal,SanAndresito,7,El Tintal;PortalNorte;Kennedy;Galerías;Soacha;Engativá;SanAndresito,7.85,25,3,18.83,12,05:31:00,22:30:00,84,LINESTRING(...),synthetic_generated_by_chatgpt
R0219,SITP_COMPLEMENTARIA Usaquén — Engativá,sitp_complementaria,Operador A,Usaquén,Engativá,9,Usaquén;Chía;Modelo;Chapinero;Suba;SimónBolívar;Portal Sur;GranEstación;Engativá,6.45,25,5,15.48,5,04:18:00,23:14:00,227,LINESTRING(...),synthetic_generated_by_chatgpt
R0220,TRANSMILENIO_TRONCAL Cedritos — Galerías,transmilenio_troncal,Consorcio Zonal,Cedritos,Galerías,16,Cedritos;Tunal;ZonaFranc;Avenida19;Suba;Avenida39;Restrepo;GranEstación;Usaquén;PlazaBolívar;Usme;NQS;Bosa;Salitre;Acueducto;Galerías,12.76,62,15,12.35,12,06:05:00,21:48:00,78,LINESTRING(...),synthetic_generated_by_chatgpt
R0221,TRANSMILENIO_TRONCAL Acueducto — San Victorino,transmilenio_troncal,Transmilenio S.A.,Acueducto,San Victorino,9,Acueducto;Usme;PortalNorte;Cedritos;El Tintal;Suba;Chapinero;Monserrate;San Victorino,6.99,24,5,17.49,20,06:55:00,22:15:00,46,LINESTRING(...),synthetic_generated_by_chatgpt
R0222,CABLE Usme — LasAguas,cable,Empresa SITP,Usme,LasAguas,13,Usme;NQS;Teusaquillo;Engativá;Chapinero;Acueducto;PortalNorte;ColinaCampestre;Galerías;Quirigua;San Victorino;SanAndresito;LasAguas,11.84,52,11,13.67,15,04:13:00,21:18:00,68,LINESTRING(...),synthetic_generated_by_chatgpt
R0223,SITP_COMPLEMENTARIA Portal Sur — Restrepo,sitp_complementaria,Consorcio Zonal,Portal Sur,Restrepo,9,Portal Sur;San Victorino;Avenida19;GranEstación;Centro;Galerías;La Candelaria;Calle80;Restrepo,7.83,36,8,13.05,15,06:32:00,20:41:00,56,LINESTRING(...),synthetic_generated_by_chatgpt
R0224,CABLE GranEstación — Venecia,cable,Operador B,GranEstación,Venecia,14,GranEstación;Kennedy;Teusaquillo;Chía;NQS;Calle80;Av.Calle26;LasAguas;SimónBolívar;CiudadBolívar;Centro;PlazaBolívar;La Castellana;Venecia,13.15,45,6,17.53,7,06:51:00,22:23:00,133,LINESTRING(...),synthetic_generated_by_chatgpt
R0225,SITP_COMPLEMENTARIA SanAndresito — Modelo,sitp_complementaria,Consorcio Zonal,SanAndresito,Modelo,9,SanAndresito;La Castellana;Galerías;Quirigua;Marly;Fontibón;Soacha;LasAguas;Modelo,7.86,32,7,14.73,15,06:31:00,20:06:00,54,LINESTRING(...),synthetic_generated_by_chatgpt
R0226,SITP_URBAN El Tintal — NQS,sitp_urban,Empresa SITP,El Tintal,NQS,10,El Tintal;Avenida39;PortalNorte;Teusaquillo;SimónBolívar;Kennedy;Quirigua;Avenida19;Usme;NQS,7.39,30,7,14.77,30,04:12:00,21:44:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0227,ALIMENTADOR La Castellana — Cedritos,alimentador,Transmilenio S.A.,La Castellana,Cedritos,17,La Castellana;Quirigua;GranEstación;Chapinero;Acueducto;Soacha;SanAndresito;PortalNorte;Venecia;ColinaCampestre;LasAguas;Calle80;Restrepo;Centro;PlazaBolívar;ZonaFranc;Cedritos,15.82,56,8,16.95,15,05:16:00,22:50:00,70,LINESTRING(...),synthetic_generated_by_chatgpt
R0228,SITP_COMPLEMENTARIA Bosa — El Tintal,sitp_complementaria,Operador B,Bosa,El Tintal,9,Bosa;Portal Sur;Soacha;Avenida39;CiudadBolívar;Tunal;Av.Calle26;Kennedy;El Tintal,8.26,29,3,17.09,15,04:29:00,21:56:00,69,LINESTRING(...),synthetic_generated_by_chatgpt
